Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2017-06-20,4:00pm,EUR,Current Account,Non-economic,22.2B,31.3B,35.7B
2017-06-20,4:45pm,CHF,SNB Chairman Jordan Speaks,High,,,
2017-06-20,5:00pm,CHF,SNB Chairman Jordan Speaks,High,,,
2017-06-20,8:30pm,CAD,Wholesale Sales m/m,Medium,1.0%,0.5%,1.2%
2017-06-20,8:30pm,USD,Current Account,Medium,-117B,-124B,-114B
2017-06-20,9:00pm,CNY,CB Leading Index m/m,Non-economic,1.3%,,1.0%
2017-06-20,11:03pm,NZD,GDT Price Index,Medium,-0.8%,,0.6%
2017-06-21,3:00am,USD,FOMC Member Kaplan Speaks,Medium,,,
2017-06-21,7:50am,JPY,Monetary Policy Meeting Minutes,Non-economic,,,
2017-06-21,8:30am,AUD,MI Leading Index m/m,Non-economic,0.0%,,-0.1%
2017-06-21,12:30pm,JPY,All Industries Activity m/m,Non-economic,2.1%,1.7%,-0.7%
2017-06-21,4:30pm,GBP,Public Sector Net Borrowing,Medium,6.0B,7.3B,8.7B
2017-06-21,5:35pm,EUR,German 30-y Bond Auction,Non-economic,1.02|2.0,,1.24|2.3
2017-06-21,7:00pm,GBP,MPC Member Haldane Speaks,Medium,,,
2017-06-21,9:00pm,CHF,SNB Quarterly Bulletin,Non-economic,,,
2017-06-21,10:00pm,USD,Existing Home Sales,Medium,5.62M,5.54M,5.56M
2017-06-21,10:30pm,USD,Crude Oil Inventories,High,-2.5M,-1.2M,-1.7M
2017-06-22,5:00am,NZD,Official Cash Rate,High,1.75%,1.75%,1.75%
2017-06-22,5:00am,NZD,RBNZ Rate Statement,High,,,
2017-06-22,6:45am,NZD,Visitor Arrivals m/m,Non-economic,-3.0%,,3.8%
2017-06-22,11:00am,NZD,Credit Card Spending y/y,Non-economic,7.6%,,6.5%
2017-06-22,2:00pm,CHF,Trade Balance,Non-economic,3.40B,2.44B,1.96B
2017-06-22,4:00pm,EUR,ECB Economic Bulletin,Non-economic,,,
2017-06-22,All Day,All,OPEC-JMMC Meetings,Medium,,,
2017-06-22,5:36pm,GBP,30-y Bond Auction,Non-economic,1.67|2.1,,1.79|1.8
2017-06-22,6:00pm,GBP,CBI Industrial Order Expectations,Non-economic,16,7,9
2017-06-22,8:30pm,CAD,Core Retail Sales m/m,High,1.5%,0.6%,-0.1%
2017-06-22,8:30pm,CAD,Retail Sales m/m,Medium,0.8%,0.3%,0.5%
2017-06-22,8:30pm,USD,Unemployment Claims,High,241K,241K,238K
2017-06-22,9:00pm,USD,HPI m/m,Non-economic,0.7%,0.4%,0.7%
2017-06-22,10:00pm,EUR,Consumer Confidence,Non-economic,-1,-3,-3
2017-06-22,10:00pm,USD,FOMC Member Powell Speaks,Medium,,,
2017-06-22,10:00pm,USD,CB Leading Index m/m,Non-economic,0.3%,0.4%,0.2%
2017-06-22,10:30pm,USD,Natural Gas Storage,Non-economic,61B,55B,78B
2017-06-23,12:00am,CHF,Gov Board Member Maechler Speaks,Medium,,,
2017-06-23,2:00am,GBP,MPC Member Forbes Speaks,Non-economic,,,
2017-06-23,4:30am,USD,Bank Stress Test Results,Medium,,,
2017-06-23,8:30am,JPY,Flash Manufacturing PMI,Non-economic,52.0,53.4,53.1
2017-06-23,3:00pm,EUR,French Flash Manufacturing PMI,Medium,55.0,54.1,53.8
2017-06-23,3:00pm,EUR,French Flash Services PMI,Medium,55.3,57.1,57.2
2017-06-23,3:30pm,EUR,German Flash Manufacturing PMI,Medium,59.3,59.1,59.5
2017-06-23,3:30pm,EUR,German Flash Services PMI,Medium,53.7,55.4,55.4
2017-06-23,4:00pm,EUR,Flash Manufacturing PMI,Medium,57.3,56.9,57.0
2017-06-23,4:00pm,EUR,Flash Services PMI,Medium,54.7,56.2,56.3
2017-06-23,8:30pm,CAD,CPI m/m,High,0.1%,0.2%,0.4%
2017-06-23,8:30pm,CAD,Common CPI y/y,Medium,1.3%,,1.3%
2017-06-23,8:30pm,CAD,Median CPI y/y,Medium,1.5%,,1.6%
2017-06-23,8:30pm,CAD,Trimmed CPI y/y,Medium,1.2%,,1.3%
2017-06-23,8:30pm,CAD,Core CPI m/m,Non-economic,0.1%,,0.0%
2017-06-23,9:00pm,EUR,Belgian NBB Business Climate,Non-economic,-2.0,-0.8,-1.1
2017-06-23,9:45pm,USD,Flash Manufacturing PMI,Non-economic,52.1,53.1,52.7
2017-06-23,9:45pm,USD,Flash Services PMI,Non-economic,53.0,53.9,53.6
2017-06-23,10:00pm,USD,New Home Sales,Medium,610K,599K,593K
2017-06-24,2:15am,USD,FOMC Member Powell Speaks,Medium,,,
2017-06-26,7:50am,JPY,BOJ Summary of Opinions,Non-economic,,,
2017-06-26,7:50am,JPY,SPPI y/y,Non-economic,0.7%,0.7%,0.8%
2017-06-26,4:00pm,EUR,German ifo Business Climate,Medium,115.1,114.7,114.6
2017-06-26,4:30pm,GBP,High Street Lending,Non-economic,40.3K,40.3K,40.7K
2017-06-26,6:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2017-06-26,8:30pm,USD,Core Durable Goods Orders m/m,High,0.1%,0.4%,-0.5%
2017-06-26,8:30pm,USD,Durable Goods Orders m/m,Medium,-1.1%,-0.5%,-0.8%
2017-06-27,2:45am,EUR,ECB President Draghi Speaks,High,,,
2017-06-27,6:45am,NZD,Trade Balance,Non-economic,103M,420M,536M
2017-06-27,4:00pm,EUR,ECB President Draghi Speaks,High,,,
2017-06-27,4:30pm,AUD,RBA Deputy Gov Debelle Speaks,Non-economic,,,
2017-06-27,5:30pm,GBP,BOE Financial Stability Report,High,,,
2017-06-27,5:30pm,GBP,FPC Statement,Non-economic,,,
2017-06-27,6:00pm,GBP,BOE Gov Carney Speaks,High,,,
2017-06-27,6:00pm,GBP,CBI Realized Sales,Non-economic,12,4,2
2017-06-27,9:00pm,USD,S&P/CS Composite-20 HPI y/y,Non-economic,5.7%,5.9%,5.9%
2017-06-27,9:59pm,USD,Richmond Manufacturing Index,Non-economic,7,4,1
2017-06-27,10:00pm,USD,CB Consumer Confidence,High,118.9,116.1,117.6
2017-06-27,11:15pm,USD,FOMC Member Harker Speaks,Medium,,,
2017-06-28,1:00am,USD,Fed Chair Yellen Speaks,High,,,
2017-06-28,5:30am,USD,FOMC Member Kashkari Speaks,Medium,,,
2017-06-28,10:00am,NZD,RBNZ Statement of Intent,Medium,,,
2017-06-28,2:00pm,CHF,UBS Consumption Indicator,Non-economic,1.39,,1.34
2017-06-28,2:00pm,EUR,German Import Prices m/m,Non-economic,-1.0%,-0.6%,-0.1%
2017-06-28,2:00pm,GBP,Nationwide HPI m/m,Non-economic,1.1%,0.1%,-0.2%
2017-06-28,4:00pm,CHF,UBS Economic Expectations,Non-economic,20.7,,30.8
2017-06-28,4:00pm,EUR,M3 Money Supply y/y,Medium,5.0%,5.0%,4.9%
2017-06-28,4:00pm,EUR,Private Loans y/y,Non-economic,2.6%,2.5%,2.4%
2017-06-28,5:00pm,EUR,Italian Prelim CPI m/m,Non-economic,-0.1%,0.1%,-0.2%
2017-06-28,8:30pm,USD,Goods Trade Balance,Non-economic,-65.9B,-66.2B,-67.1B
2017-06-28,8:30pm,USD,Prelim Wholesale Inventories m/m,Non-economic,0.3%,0.2%,-0.5%
2017-06-28,9:30pm,CAD,BOC Gov Poloz Speaks,High,,,
2017-06-28,9:30pm,EUR,ECB President Draghi Speaks,High,,,
2017-06-28,9:30pm,GBP,BOE Gov Carney Speaks,High,,,
2017-06-28,9:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2017-06-28,10:00pm,USD,Pending Home Sales m/m,Medium,-0.8%,0.9%,-1.7%
2017-06-28,10:30pm,USD,Crude Oil Inventories,High,0.1M,-2.1M,-2.5M
2017-06-29,2:20am,CAD,Gov Council Member Patterson Speaks,Non-economic,,,
2017-06-29,4:30am,USD,Bank Stress Test Results,Non-economic,,,
2017-06-29,7:50am,JPY,Retail Sales y/y,Non-economic,2.0%,2.6%,3.2%
2017-06-29,9:00am,AUD,HIA New Home Sales m/m,Non-economic,1.1%,,0.8%
2017-06-29,9:00am,NZD,ANZ Business Confidence,Medium,24.8,,14.9
2017-06-29,2:00pm,EUR,German GfK Consumer Climate,Non-economic,10.6,10.4,10.4
2017-06-29,All Day,EUR,German Prelim CPI m/m,Medium,0.2%,0.0%,-0.2%
2017-06-29,3:00pm,EUR,Spanish Flash CPI y/y,Medium,1.5%,1.6%,1.9%
2017-06-29,All Day,EUR,Italian Bank Holiday,Low,,,
2017-06-29,4:30pm,GBP,Net Lending to Individuals m/m,Medium,5.3B,4.0B,4.2B
2017-06-29,4:30pm,GBP,M4 Money Supply m/m,Non-economic,-0.1%,1.3%,1.3%
2017-06-29,4:30pm,GBP,Mortgage Approvals,Non-economic,65K,64K,65K
2017-06-29,8:30pm,USD,Final GDP q/q,High,1.4%,1.2%,1.2%
2017-06-29,8:30pm,USD,Unemployment Claims,High,244K,241K,242K
2017-06-29,8:30pm,USD,Final GDP Price Index q/q,Non-economic,1.9%,2.2%,2.2%
2017-06-29,10:30pm,USD,Natural Gas Storage,Non-economic,46B,50B,61B
2017-06-30,6:45am,NZD,Building Consents m/m,Non-economic,7.0%,,-7.4%
2017-06-30,7:01am,GBP,GfK Consumer Confidence,Non-economic,-10,-7,-5
2017-06-30,7:30am,JPY,Household Spending y/y,Non-economic,-0.1%,-0.7%,-1.4%
2017-06-30,7:30am,JPY,National Core CPI y/y,Non-economic,0.4%,0.4%,0.3%
2017-06-30,7:30am,JPY,Tokyo Core CPI y/y,Non-economic,0.0%,0.2%,0.1%
2017-06-30,7:30am,JPY,Unemployment Rate,Non-economic,3.1%,2.8%,2.8%
2017-06-30,7:50am,JPY,Prelim Industrial Production m/m,Non-economic,-3.3%,-3.1%,4.0%
2017-06-30,9:00am,CNY,Manufacturing PMI,Medium,51.7,51.0,51.2
2017-06-30,9:00am,CNY,Non-Manufacturing PMI,Medium,54.9,,54.5
2017-06-30,9:30am,AUD,Private Sector Credit m/m,Non-economic,0.4%,0.4%,0.4%
2017-06-30,1:00pm,JPY,Housing Starts y/y,Non-economic,-0.3%,-1.1%,1.9%
2017-06-30,2:00pm,EUR,German Retail Sales m/m,Medium,0.5%,0.3%,-0.2%
2017-06-30,2:45pm,EUR,French Consumer Spending m/m,Non-economic,1.0%,0.5%,0.4%
2017-06-30,2:45pm,EUR,French Prelim CPI m/m,Non-economic,0.0%,0.0%,0.0%
2017-06-30,3:00pm,CHF,KOF Economic Barometer,Medium,105.5,102.5,102.0
2017-06-30,3:55pm,EUR,German Unemployment Change,Non-economic,7K,-10K,-7K
2017-06-30,4:30pm,GBP,Current Account,High,-16.9B,-17.2B,-12.1B
2017-06-30,4:30pm,GBP,Final GDP q/q,Medium,0.2%,0.2%,0.2%
2017-06-30,4:30pm,GBP,Index of Services 3m/3m,Non-economic,0.2%,0.3%,0.1%
2017-06-30,4:30pm,GBP,Revised Business Investment q/q,Non-economic,0.6%,0.6%,0.6%
2017-06-30,5:00pm,EUR,Core CPI Flash Estimate y/y,Medium,1.1%,1.0%,0.9%
2017-06-30,5:00pm,EUR,CPI Flash Estimate y/y,Medium,1.3%,1.2%,1.4%
2017-06-30,5:19pm,EUR,Italian 10-y Bond Auction,Non-economic,2.16|1.3,,2.15|1.5
2017-06-30,8:30pm,CAD,GDP m/m,High,0.2%,0.2%,0.5%
2017-06-30,8:30pm,CAD,RMPI m/m,Medium,-1.8%,-0.6%,1.6%
2017-06-30,8:30pm,CAD,IPPI m/m,Non-economic,-0.2%,0.4%,0.6%
2017-06-30,8:30pm,USD,Core PCE Price Index m/m,Medium,0.1%,0.1%,0.1%
2017-06-30,8:30pm,USD,Personal Spending m/m,Medium,0.1%,0.1%,0.4%
2017-06-30,8:30pm,USD,Personal Income m/m,Non-economic,0.4%,0.3%,0.3%
2017-06-30,9:45pm,USD,Chicago PMI,Medium,65.7,58.1,59.4
2017-06-30,10:00pm,USD,Revised UoM Consumer Sentiment,Medium,95.1,94.5,94.5
2017-06-30,10:00pm,USD,Revised UoM Inflation Expectations,Non-economic,2.6%,,2.6%
2017-06-30,10:30pm,CAD,BOC Business Outlook Survey,High,,,
2017-07-01,6:00pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2017-07-02,6:00pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2017-07-03,7:30am,AUD,AIG Manufacturing Index,Non-economic,55.0,,54.8
2017-07-03,7:50am,JPY,Tankan Manufacturing Index,Medium,17,15,12
2017-07-03,7:50am,JPY,Tankan Non-Manufacturing Index,Medium,23,24,20
2017-07-03,8:30am,JPY,Final Manufacturing PMI,Non-economic,52.4,52.0,52.0
2017-07-03,9:03am,AUD,MI Inflation Gauge m/m,Non-economic,0.1%,,0.0%
2017-07-03,9:30am,AUD,Building Approvals m/m,Medium,-5.6%,-1.2%,4.8%
2017-07-03,9:30am,AUD,ANZ Job Advertisements m/m,Non-economic,2.7%,,0.4%
2017-07-03,9:45am,CNY,Caixin Manufacturing PMI,High,50.4,49.9,49.6
2017-07-03,1:00pm,JPY,Consumer Confidence,Non-economic,43.3,43.9,43.6
2017-07-03,2:30pm,AUD,Commodity Prices y/y,Non-economic,25.0%,,30.1%
2017-07-03,3:15pm,CHF,Retail Sales y/y,Non-economic,-0.3%,-0.8%,-0.9%
2017-07-03,3:15pm,EUR,Spanish Manufacturing PMI,Medium,54.7,55.6,55.4
2017-07-03,3:30pm,CHF,Manufacturing PMI,Non-economic,60.1,56.5,55.6
2017-07-03,3:45pm,EUR,Italian Manufacturing PMI,Non-economic,55.2,55.3,55.1
2017-07-03,3:50pm,EUR,French Final Manufacturing PMI,Non-economic,54.8,55.0,55.0
2017-07-03,3:55pm,EUR,German Final Manufacturing PMI,Non-economic,59.6,59.3,59.3
2017-07-03,4:00pm,EUR,Final Manufacturing PMI,Non-economic,57.4,57.3,57.3
2017-07-03,4:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,11.3%,11.1%,11.2%
2017-07-03,4:30pm,GBP,Final Manufacturing PMI,High,54.3,56.4,56.3
2017-07-03,5:00pm,EUR,Unemployment Rate,Non-economic,9.3%,9.3%,9.3%
2017-07-03,All Day,CAD,Bank Holiday,Low,,,
2017-07-03,9:45pm,USD,Final Manufacturing PMI,Non-economic,52.0,52.1,52.1
2017-07-03,10:00pm,USD,ISM Manufacturing PMI,High,57.8,55.0,54.9
2017-07-03,10:00pm,USD,Construction Spending m/m,Non-economic,0.0%,0.3%,-0.7%
2017-07-03,10:00pm,USD,ISM Manufacturing Prices,Non-economic,55.0,58.5,60.5
2017-07-03,All Day,USD,Wards Total Vehicle Sales,Non-economic,16.4M,16.5M,16.7M
2017-07-03,All Day,USD,Total Vehicle Sales,Non-economic,16.5M,16.5M,16.7M
2017-07-04,1:30am,GBP,MPC Member Haldane Speaks,High,,,
2017-07-04,6:00am,NZD,NZIER Business Confidence,Medium,18,,17
2017-07-04,7:50am,JPY,Monetary Base y/y,Non-economic,17.0%,19.2%,19.4%
2017-07-04,9:30am,AUD,Retail Sales m/m,High,0.6%,0.2%,1.0%
2017-07-04,11:45am,JPY,10-y Bond Auction,Non-economic,0.08|4.8,,0.05|3.6
2017-07-04,12:30pm,AUD,RBA Rate Statement,High,,,
2017-07-04,12:30pm,AUD,Cash Rate,Medium,1.50%,1.50%,1.50%
2017-07-04,1:00pm,JPY,BOJ Core CPI y/y,Non-economic,0.3%,0.3%,0.2%
2017-07-04,3:00pm,EUR,Spanish Unemployment Change,Medium,-98.3K,-120.3K,-111.9K
2017-07-04,4:30pm,GBP,Construction PMI,High,54.8,55.0,56.0
2017-07-04,4:30pm,GBP,FPC Meeting Minutes,Non-economic,,,
2017-07-04,5:00pm,EUR,PPI m/m,Non-economic,-0.4%,-0.2%,0.0%
2017-07-04,All Day,USD,Bank Holiday,Low,,,
2017-07-04,9:30pm,CAD,Manufacturing PMI,Non-economic,54.7,,55.1
2017-07-04,10:51pm,NZD,GDT Price Index,Medium,-0.4%,,-0.8%
2017-07-05,7:01am,GBP,BRC Shop Price Index y/y,Non-economic,-0.3%,,-0.4%
2017-07-05,7:30am,AUD,AIG Services Index,Non-economic,54.8,,51.5
2017-07-05,9:00am,NZD,ANZ Commodity Prices m/m,Non-economic,2.1%,,3.2%
2017-07-05,9:45am,CNY,Caixin Services PMI,Non-economic,51.6,52.9,52.8
2017-07-05,3:15pm,EUR,Spanish Services PMI,Non-economic,58.3,56.6,57.3
2017-07-05,3:45pm,EUR,Italian Services PMI,Non-economic,53.6,54.6,55.1
2017-07-05,3:50pm,EUR,French Final Services PMI,Non-economic,56.9,55.3,55.3
2017-07-05,3:55pm,EUR,German Final Services PMI,Non-economic,54.0,53.7,53.7
2017-07-05,4:00pm,EUR,Final Services PMI,Non-economic,55.4,54.7,54.7
2017-07-05,4:30pm,GBP,Final Services PMI,High,53.4,53.6,53.8
2017-07-05,5:00pm,EUR,Retail Sales m/m,Non-economic,0.4%,0.4%,0.1%
2017-07-05,10:00pm,USD,Factory Orders m/m,Medium,-0.8%,-0.5%,-0.3%
2017-07-05,10:13pm,USD,RCM/TIPP Economic Optimism,Non-economic,50.2,51.6,51.3
2017-07-06,2:00am,USD,FOMC Meeting Minutes,High,,,
2017-07-06,9:30am,AUD,Goods Trade Balance,High,2.47B,1.00B,0.09B
2017-07-06,11:45am,JPY,30-y Bond Auction,Non-economic,0.88|3.6,,0.82|3.6
2017-07-06,2:00pm,EUR,German Factory Orders m/m,Non-economic,1.0%,1.9%,-2.2%
2017-07-06,3:15pm,CHF,CPI m/m,Medium,-0.1%,0.0%,0.2%
2017-07-06,4:10pm,EUR,Retail PMI,Non-economic,53.2,,52.0
2017-07-06,4:37pm,GBP,Housing Equity Withdrawal q/q,Non-economic,-10.4B,-7.4B,-10.6B
2017-07-06,4:58pm,EUR,French 10-y Bond Auction,Non-economic,0.82|2.0,,0.72|1.8
2017-07-06,5:36pm,GBP,10-y Bond Auction,Non-economic,1.38|2.3,,1.14|2.1
2017-07-06,7:30pm,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
2017-07-06,7:30pm,USD,Challenger Job Cuts y/y,Non-economic,-19.3%,,9.7%
2017-07-06,8:15pm,USD,ADP Non-Farm Employment Change,High,158K,184K,230K
2017-07-06,8:30pm,CAD,Trade Balance,High,-1.1B,-0.5B,-0.6B
2017-07-06,8:30pm,CAD,Building Permits m/m,Medium,8.9%,2.5%,0.5%
2017-07-06,8:30pm,USD,Unemployment Claims,High,248K,243K,244K
2017-07-06,8:30pm,USD,Trade Balance,Medium,-46.5B,-46.3B,-47.6B
2017-07-06,9:45pm,USD,Final Services PMI,Non-economic,54.2,53.0,53.0
2017-07-06,10:00pm,USD,ISM Services PMI,High,57.4,56.5,56.9
2017-07-06,10:00pm,USD,FOMC Member Powell Speaks,Medium,,,
2017-07-06,11:00pm,USD,Crude Oil Inventories,High,-6.3M,-2.4M,0.1M
2017-07-07,7:30am,AUD,AIG Construction Index,Non-economic,56.0,,56.7
2017-07-07,7:30am,USD,FOMC Member Fischer Speaks,Medium,,,
2017-07-07,8:00am,JPY,Average Cash Earnings y/y,Non-economic,0.7%,0.4%,0.5%
2017-07-07,1:00pm,JPY,Leading Indicators,Non-economic,104.7%,104.6%,104.2%
2017-07-07,1:45pm,CHF,Unemployment Rate,Non-economic,3.2%,3.2%,3.2%
2017-07-07,2:00pm,EUR,German Industrial Production m/m,Non-economic,1.2%,0.2%,0.7%
2017-07-07,2:45pm,EUR,French Gov Budget Balance,Non-economic,-66.4B,,-57.9B
2017-07-07,2:45pm,EUR,French Industrial Production m/m,Non-economic,1.9%,0.5%,-0.6%
2017-07-07,2:45pm,EUR,French Trade Balance,Non-economic,-4.9B,-4.9B,-5.6B
2017-07-07,3:00pm,CHF,Foreign Currency Reserves,Non-economic,693B,,694B
2017-07-07,3:30pm,GBP,Halifax HPI m/m,Medium,-1.0%,0.2%,0.3%
2017-07-07,4:00pm,EUR,Italian Retail Sales m/m,Non-economic,-0.1%,0.3%,-0.4%
2017-07-07,4:30pm,GBP,Manufacturing Production m/m,High,-0.2%,0.5%,0.2%
2017-07-07,4:30pm,GBP,Goods Trade Balance,Medium,-11.9B,-10.8B,-10.6B
2017-07-07,4:30pm,GBP,Construction Output m/m,Non-economic,-1.2%,0.6%,-1.1%
2017-07-07,4:30pm,GBP,Industrial Production m/m,Non-economic,-0.1%,0.4%,0.2%
2017-07-07,4:51pm,GBP,BOE Gov Carney Speaks,High,,,
2017-07-07,Day 1,All,G20 Meetings,High,,,
2017-07-07,8:03pm,GBP,NIESR GDP Estimate,Non-economic,0.3%,,0.3%
2017-07-07,8:30pm,CAD,Employment Change,High,45.3K,11.4K,54.5K
2017-07-07,8:30pm,CAD,Unemployment Rate,High,6.5%,6.6%,6.6%
2017-07-07,8:30pm,USD,Average Hourly Earnings m/m,High,0.2%,0.3%,0.1%
2017-07-07,8:30pm,USD,Non-Farm Employment Change,High,222K,175K,152K
2017-07-07,8:30pm,USD,Unemployment Rate,High,4.4%,4.3%,4.3%
2017-07-07,10:00pm,CAD,Ivey PMI,Medium,61.6,57.7,53.8
2017-07-07,10:30pm,USD,Natural Gas Storage,Non-economic,72B,61B,46B
2017-07-07,11:00pm,USD,Fed Monetary Policy Report,High,,,
2017-07-08,5:45pm,GBP,MPC Member Cunliffe Speaks,Medium,,,
2017-07-08,Day 2,All,G20 Meetings,High,,,
2017-07-10,7:50am,JPY,Bank Lending y/y,Non-economic,3.3%,3.2%,3.2%
2017-07-10,7:50am,JPY,Core Machinery Orders m/m,Non-economic,-3.6%,1.7%,-3.1%
2017-07-10,7:50am,JPY,Current Account,Non-economic,1.40T,1.63T,1.81T
2017-07-10,9:30am,CNY,CPI y/y,Medium,1.5%,1.6%,1.5%
2017-07-10,9:30am,CNY,PPI y/y,Medium,5.5%,5.5%,5.5%
2017-07-10,1:00pm,JPY,Economy Watchers Sentiment,Non-economic,50.0,49.0,48.6
2017-07-10,2:00pm,EUR,German Trade Balance,Non-economic,20.3B,20.3B,19.7B
2017-07-10,4:30pm,EUR,Sentix Investor Confidence,Non-economic,28.3,28.1,28.4
2017-07-10,All Day,EUR,Eurogroup Meetings,Medium,,,
2017-07-10,10:00pm,USD,Labor Market Conditions Index m/m,Non-economic,1.5,,3.3
2017-07-11,3:00am,USD,Consumer Credit m/m,Non-economic,18.4B,12.1B,12.9B
2017-07-11,7:01am,GBP,BRC Retail Sales Monitor y/y,Non-economic,1.2%,,-0.4%
2017-07-11,7:50am,JPY,M2 Money Stock y/y,Non-economic,3.9%,3.9%,3.8%
2017-07-11,9:30am,AUD,NAB Business Confidence,Medium,9,,8
2017-07-11,9:30am,AUD,Home Loans m/m,Non-economic,1.0%,1.5%,-2.0%
2017-07-11,1:57pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,31.1%,,24.5%
2017-07-11,4:00pm,EUR,Italian Industrial Production m/m,Non-economic,0.7%,0.5%,-0.5%
2017-07-11,6:00pm,GBP,MPC Member Haldane Speaks,Medium,,,
2017-07-11,6:00pm,USD,NFIB Small Business Index,Non-economic,103.6,104.4,104.5
2017-07-11,All Day,EUR,ECOFIN Meetings,Medium,,,
2017-07-11,8:13pm,CAD,Housing Starts,Medium,213K,200K,195K
2017-07-11,8:30pm,GBP,MPC Member Broadbent Speaks,Medium,,,
2017-07-11,9:30pm,GBP,CB Leading Index m/m,Non-economic,-0.1%,,-0.3%
2017-07-11,10:00pm,USD,JOLTS Job Openings,Medium,5.67M,5.98M,5.97M
2017-07-11,10:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.4%,0.3%,0.3%
2017-07-12,12:30am,USD,FOMC Member Brainard Speaks,Medium,,,
2017-07-12,1:20am,USD,FOMC Member Kashkari Speaks,Medium,,,
2017-07-12,7:50am,JPY,PPI y/y,Non-economic,2.1%,2.1%,2.1%
2017-07-12,8:30am,AUD,Westpac Consumer Sentiment,Non-economic,0.4%,,-1.8%
2017-07-12,12:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,-0.1%,-0.5%,1.4%
2017-07-12,2:00pm,EUR,German WPI m/m,Non-economic,0.0%,0.2%,-0.7%
2017-07-12,4:00pm,CNY,M2 Money Supply y/y,Non-economic,9.4%,9.5%,9.6%
2017-07-12,4:00pm,CNY,New Loans,Non-economic,1540B,1258B,1110B
2017-07-12,4:30pm,GBP,Average Earnings Index 3m/y,High,1.8%,1.8%,2.1%
2017-07-12,4:30pm,GBP,Claimant Count Change,Medium,5.9K,10.5K,7.5K
2017-07-12,4:30pm,GBP,Unemployment Rate,Medium,4.5%,4.6%,4.6%
2017-07-12,5:00pm,EUR,Industrial Production m/m,Non-economic,1.3%,1.0%,0.3%
2017-07-12,5:32pm,EUR,German 10-y Bond Auction,Non-economic,0.59|1.4,,0.26|1.5
2017-07-12,10:00pm,CAD,BOC Monetary Policy Report,High,,,
2017-07-12,10:00pm,CAD,BOC Rate Statement,High,,,
2017-07-12,10:00pm,CAD,Overnight Rate,High,0.75%,0.75%,0.50%
2017-07-12,10:00pm,USD,Fed Chair Yellen Testifies,High,,,
2017-07-12,10:30pm,USD,Crude Oil Inventories,High,-7.6M,-3.2M,-6.3M
2017-07-12,11:15pm,CAD,BOC Press Conference,High,,,
2017-07-13,1:01am,USD,10-y Bond Auction,Non-economic,2.33|2.4,,2.20|2.5
2017-07-13,2:00am,USD,Beige Book,Non-economic,,,
2017-07-13,6:45am,NZD,FPI m/m,Non-economic,0.2%,,2.4%
2017-07-13,7:01am,GBP,RICS House Price Balance,Non-economic,7%,15%,17%
2017-07-13,9:00am,AUD,MI Inflation Expectations,Non-economic,4.4%,,3.6%
2017-07-13,10:07am,CNY,Foreign Direct Investment ytd/y,Non-economic,-0.1%,,-0.7%
2017-07-13,11:20am,CNY,Trade Balance,Medium,294B,273B,282B
2017-07-13,11:22am,CNY,USD-Denominated Trade Balance,Non-economic,42.8B,42.9B,40.8B
2017-07-13,2:00pm,EUR,German Final CPI m/m,Non-economic,0.2%,0.2%,0.2%
2017-07-13,2:45pm,EUR,French Final CPI m/m,Non-economic,0.0%,0.0%,0.0%
2017-07-13,3:15pm,CHF,PPI m/m,Medium,-0.1%,0.0%,-0.3%
2017-07-13,4:30pm,GBP,BOE Credit Conditions Survey,Medium,,,
2017-07-13,8:30pm,CAD,NHPI m/m,Medium,0.7%,0.3%,0.8%
2017-07-13,8:30pm,USD,PPI m/m,High,0.1%,0.0%,0.0%
2017-07-13,8:30pm,USD,Unemployment Claims,High,247K,245K,250K
2017-07-13,8:30pm,USD,Core PPI m/m,Medium,0.1%,0.2%,0.3%
2017-07-13,9:30pm,USD,Fed Chair Yellen Testifies,High,,,
2017-07-13,10:30pm,USD,Natural Gas Storage,Non-economic,57B,59B,72B
2017-07-14,1:00am,USD,FOMC Member Brainard Speaks,Medium,,,
2017-07-14,1:01am,USD,30-y Bond Auction,Non-economic,2.94|2.3,,2.87|2.3
2017-07-14,1:58am,USD,Federal Budget Balance,Non-economic,-90.2B,-36.2B,-88.4B
2017-07-14,6:30am,NZD,BusinessNZ Manufacturing Index,Medium,56.2,,58.2
2017-07-14,12:32pm,JPY,Revised Industrial Production m/m,Non-economic,-3.6%,-3.3%,-3.3%
2017-07-14,All Day,EUR,French Bank Holiday,Low,,,
2017-07-14,5:00pm,EUR,Italian Trade Balance,Non-economic,4.34B,2.43B,3.60B
2017-07-14,5:00pm,EUR,Trade Balance,Non-economic,19.7B,20.3B,18.6B
2017-07-14,8:30pm,USD,Core CPI m/m,High,0.1%,0.2%,0.1%
2017-07-14,8:30pm,USD,Core Retail Sales m/m,High,-0.2%,0.2%,-0.3%
2017-07-14,8:30pm,USD,CPI m/m,High,0.0%,0.1%,-0.1%
